sample	region	M1	MU1
MEDAL-115_PLA_A	1:63792740-63792869	186	3809
MEDAL-115_PLA_A	1:65731348-65731606	52	11886
MEDAL-115_PLA_A	1:66257990-66258202	638	7113
MEDAL-115_PLA_A	1:67217999-67218255	25	5568
MEDAL-115_PLA_A	1:70035323-70035619	383	9344
MEDAL-115_PLA_A	1:76082534-76082623	17	348
MEDAL-115_PLA_A	1:86621413-86621563	19	1720
MEDAL-115_PLA_A	1:86622377-86622825	310	20553
MEDAL-115_PLA_A	1:91176377-91176562	334	8514
MEDAL-115_PLA_A	1:91183439-91183598	260	16292
MEDAL-115_PLA_A	1:91184901-91185174	127	2116
MEDAL-115_PLA_A	1:91195043-91195086	79	959
MEDAL-115_PLA_A	1:92952029-92952274	64	8604
MEDAL-115_PLA_A	1:98511624-98511914	185	8443
MEDAL-115_PLA_A	1:99470036-99470165	58	3066
MEDAL-115_PLA_A	1:101702441-101702584	5	5532
MEDAL-115_PLA_A	1:107682712-107682824	75	5743
MEDAL-115_PLA_A	1:108506638-108506755	8	2430
MEDAL-115_PLA_A	1:108508177-108508380	38	5948
MEDAL-115_PLA_A	1:110611648-110611864	240	7868
MEDAL-115_PLA_A	1:110672907-110673279	252	9894
MEDAL-115_PLA_A	1:119527216-119527366	64	3309
MEDAL-115_PLA_A	1:119530438-119530619	253	10527
MEDAL-115_PLA_A	1:119543177-119543301	185	3469
MEDAL-115_PLA_A	1:147752649-147752829	52	3710
MEDAL-115_PLA_A	1:151693949-151694365	205	17496
MEDAL-115_PLA_A	1:152488088-152488319	496	11831
MEDAL-115_PLA_A	1:155830101-155830270	89	5774
MEDAL-115_PLA_A	1:156405928-156406008	191	4179
MEDAL-115_PLA_A	1:159141855-159141985	107	8405
MEDAL-115_PLA_A	1:165205055-165205156	7	887
MEDAL-115_PLA_A	1:165323763-165323816	18	1343
MEDAL-115_PLA_A	1:166134508-166134872	107	23267
MEDAL-115_PLA_A	1:166853521-166853739	750	20308
MEDAL-115_PLA_A	1:169396486-169396985	127	14234
MEDAL-115_PLA_A	1:180204294-180204391	106	2303
MEDAL-115_PLA_A	1:184005955-184006087	96	8147
MEDAL-115_PLA_A	1:190444730-190444831	62	3273
MEDAL-115_PLA_A	1:196577704-196577811	0	2445
MEDAL-115_PLA_A	1:197888842-197889055	225	5064
MEDAL-115_PLA_A	1:200011679-200011859	115	5000
MEDAL-115_PLA_A	1:202679106-202679250	60	4265
MEDAL-115_PLA_A	1:204797457-204797738	365	7309
MEDAL-115_PLA_A	1:205425297-205425416	28	2088
MEDAL-115_PLA_A	1:212874148-212874204	9	1165
MEDAL-115_PLA_A	1:214360788-214360913	172	6016
MEDAL-115_PLA_A	1:218337634-218337828	75	6496
MEDAL-115_PLA_A	1:220101532-220101734	158	13006
MEDAL-115_PLA_A	1:224804221-224804344	27	3502
MEDAL-115_PLA_A	1:228645151-228645563	480	38892
MEDAL-115_PLA_A	1:229542939-229543131	269	11326
MEDAL-115_PLA_A	1:234348631-234348642	5	409
MEDAL-115_PLA_A	1:237206031-237206167	42	1976
MEDAL-115_PLA_A	1:240161244-240161422	104	6586
MEDAL-115_PLA_A	1:240255521-240255650	30	2295
MEDAL-115_PLA_A	10:1779755-1780158	315	28320
MEDAL-115_PLA_A	10:7453551-7453630	5	292
MEDAL-115_PLA_A	10:8096215-8096485	91	12815
MEDAL-115_PLA_A	10:15761802-15762022	109	9895
MEDAL-115_PLA_A	10:18429638-18429909	50	14305
MEDAL-115_PLA_A	10:22624033-22624266	1544	21721
MEDAL-115_PLA_A	10:22624667-22624833	480	6638
MEDAL-115_PLA_A	10:23463224-23463409	702	26415
MEDAL-115_PLA_A	10:23983323-23983474	58	10996
MEDAL-115_PLA_A	10:25464556-25464729	678	10481
MEDAL-115_PLA_A	10:26504964-26505086	90	4840
MEDAL-115_PLA_A	10:28034183-28034264	68	1929
MEDAL-115_PLA_A	10:43250108-43250210	40	4545
MEDAL-115_PLA_A	10:50817770-50817978	334	11678
MEDAL-115_PLA_A	10:57388064-57388144	7	1497
MEDAL-115_PLA_A	10:57390531-57390878	179	15392
MEDAL-115_PLA_A	10:72200737-72200786	52	999
MEDAL-115_PLA_A	10:91295089-91295216	119	4267
MEDAL-115_PLA_A	10:94833037-94833114	115	3223
MEDAL-115_PLA_A	10:101280084-101280236	84	6270
MEDAL-115_PLA_A	10:101287578-101287679	140	1540
MEDAL-115_PLA_A	10:101293828-101293964	292	4619
MEDAL-115_PLA_A	10:102419143-102419229	1535	13790
MEDAL-115_PLA_A	10:102497536-102497680	75	5218
MEDAL-115_PLA_A	10:102895101-102895196	14	970
MEDAL-115_PLA_A	10:102977464-102977654	283	12624
MEDAL-115_PLA_A	10:102984762-102984815	228	1658
MEDAL-115_PLA_A	10:102988246-102988423	338	11132
MEDAL-115_PLA_A	10:105314737-105314947	41	3790
MEDAL-115_PLA_A	10:112432071-112432344	44	15459
MEDAL-115_PLA_A	10:118031545-118031835	71	19003
MEDAL-115_PLA_A	10:118032453-118032655	67	9649
MEDAL-115_PLA_A	10:118892966-118893053	22	868
MEDAL-115_PLA_A	10:118897888-118897998	328	4743
MEDAL-115_PLA_A	10:119295090-119295200	18	1979
MEDAL-115_PLA_A	10:119303149-119303379	497	24139
MEDAL-115_PLA_A	10:124907452-124907714	286	25446
MEDAL-115_PLA_A	10:128076255-128076478	211	9158
MEDAL-115_PLA_A	10:130085034-130085317	156	14715
MEDAL-115_PLA_A	10:131767921-131768241	1593	37985
MEDAL-115_PLA_A	10:134599905-134600004	317	3144
MEDAL-115_PLA_A	10:135044073-135044219	120	12464
MEDAL-115_PLA_A	11:637001-637134	113	4779
MEDAL-115_PLA_A	11:1770132-1770240	51	2731
MEDAL-115_PLA_A	11:2291669-2291841	221	8271
MEDAL-115_PLA_A	11:2292345-2292531	342	13543
MEDAL-115_PLA_A	11:17565870-17566040	456	14615
MEDAL-115_PLA_A	11:19367217-19367410	154	15392
MEDAL-115_PLA_A	11:20182274-20182330	111	2795
MEDAL-115_PLA_A	11:20185262-20185422	159	7302
MEDAL-115_PLA_A	11:22359183-22359236	33	565
MEDAL-115_PLA_A	11:24518612-24518839	131	8366
MEDAL-115_PLA_A	11:27744321-27744569	159	8956
MEDAL-115_PLA_A	11:30606907-30607044	32	6428
MEDAL-115_PLA_A	11:31819313-31819504	538	6967
MEDAL-115_PLA_A	11:31825828-31826054	83	8419
MEDAL-115_PLA_A	11:31827449-31828115	1371	32821
MEDAL-115_PLA_A	11:31832913-31833048	88	6506
MEDAL-115_PLA_A	11:31836380-31836462	111	2610
MEDAL-115_PLA_A	11:31838581-31838702	392	19323
MEDAL-115_PLA_A	11:31840525-31840634	30	766
MEDAL-115_PLA_A	11:31848483-31848687	1097	17942
MEDAL-115_PLA_A	11:32456739-32456960	44	7054
MEDAL-115_PLA_A	11:43599884-43600038	46	1791
MEDAL-115_PLA_A	11:43602689-43602863	212	13758
MEDAL-115_PLA_A	11:44326255-44326326	110	2278
MEDAL-115_PLA_A	11:44331003-44331283	305	17820
MEDAL-115_PLA_A	11:58672757-58673056	331	14821
MEDAL-115_PLA_A	11:64480648-64480718	238	8061
MEDAL-115_PLA_A	11:65601065-65601147	56	4498
MEDAL-115_PLA_A	11:69632303-69632531	183	16297
MEDAL-115_PLA_A	11:71955434-71955605	164	7833
MEDAL-115_PLA_A	11:74178241-74178413	87	4777
MEDAL-115_PLA_A	11:75379486-75379771	271	20732
MEDAL-115_PLA_A	11:91958435-91958604	165	15228
MEDAL-115_PLA_A	11:92703290-92703440	4114	14328
MEDAL-115_PLA_A	11:94134727-94134853	218	16841
MEDAL-115_PLA_A	11:98891863-98891916	46	3093
MEDAL-115_PLA_A	11:111411728-111411894	253	14236
MEDAL-115_PLA_A	11:119292732-119292896	158	8442
MEDAL-115_PLA_A	11:120435064-120435230	432	11473
MEDAL-115_PLA_A	11:121800427-121800642	40	3425
MEDAL-115_PLA_A	11:122848169-122848271	58	4659
MEDAL-115_PLA_A	11:122854874-122855204	65	8857
MEDAL-115_PLA_A	11:123172859-123173034	61	3437
MEDAL-115_PLA_A	11:124736112-124736226	33	1466
MEDAL-115_PLA_A	11:128562952-128563195	166	13906
MEDAL-115_PLA_A	11:128564955-128565045	5	878
MEDAL-115_PLA_A	11:131781210-131781299	78	16693
MEDAL-115_PLA_A	12:3601741-3601936	528	10364
MEDAL-115_PLA_A	12:5018581-5018930	327	20546
MEDAL-115_PLA_A	12:5541099-5541261	71	16679
MEDAL-115_PLA_A	12:8549022-8549153	20	1292
MEDAL-115_PLA_A	12:22095019-22095128	55	1328
MEDAL-115_PLA_A	12:29302320-29302406	4	1666
MEDAL-115_PLA_A	12:29937183-29937512	133	25012
MEDAL-115_PLA_A	12:33592469-33592750	209	14225
MEDAL-115_PLA_A	12:41582791-41582980	248	15200
MEDAL-115_PLA_A	12:43945986-43946208	399	14939
MEDAL-115_PLA_A	12:45270640-45270905	375	14336
MEDAL-115_PLA_A	12:47225177-47225366	154	20827
MEDAL-115_PLA_A	12:54321847-54322034	282	6281
MEDAL-115_PLA_A	12:54611304-54611480	226	7653
MEDAL-115_PLA_A	12:57022580-57022669	8	2023
MEDAL-115_PLA_A	12:62584939-62585082	80	9327
MEDAL-115_PLA_A	12:66122784-66122904	182	7091
MEDAL-115_PLA_A	12:66216718-66216914	214	8553
MEDAL-115_PLA_A	12:72665826-72665944	7	2229
MEDAL-115_PLA_A	12:72667102-72667312	76	13030
MEDAL-115_PLA_A	12:79258381-79258546	311	6860
MEDAL-115_PLA_A	12:85305403-85305550	177	7869
MEDAL-115_PLA_A	12:85306446-85306645	211	12516
MEDAL-115_PLA_A	12:85673775-85674192	285	17598
MEDAL-115_PLA_A	12:99289313-99289460	215	6860
MEDAL-115_PLA_A	12:106974614-106974784	2198	18054
MEDAL-115_PLA_A	12:106977821-106977932	219	3949
MEDAL-115_PLA_A	12:109746871-109747053	151	19389
MEDAL-115_PLA_A	12:111472215-111472363	92	9189
MEDAL-115_PLA_A	12:113901040-113901136	71	1412
MEDAL-115_PLA_A	12:113901572-113901671	67	2718
MEDAL-115_PLA_A	12:113914436-113914662	655	13199
MEDAL-115_PLA_A	12:114847268-114847514	112	13183
MEDAL-115_PLA_A	12:115120697-115120799	85	2985
MEDAL-115_PLA_A	12:115121292-115121401	174	16319
MEDAL-115_PLA_A	12:115136293-115136355	578	6111
MEDAL-115_PLA_A	12:117319909-117320019	44	1378
MEDAL-115_PLA_A	12:119419681-119419808	451	5122
MEDAL-115_PLA_A	12:127865603-127865629	245	1657
MEDAL-115_PLA_A	12:128752945-128753201	507	21826
MEDAL-115_PLA_A	12:130526874-130527052	189	13559
MEDAL-115_PLA_A	12:130823750-130823811	186	3859
MEDAL-115_PLA_A	12:131200366-131200637	164	11870
MEDAL-115_PLA_A	12:133481379-133481647	667	13041
MEDAL-115_PLA_A	13:20702917-20703084	69	6895
MEDAL-115_PLA_A	13:21649634-21649849	153	14386
MEDAL-115_PLA_A	13:23733898-23734035	31	2079
MEDAL-115_PLA_A	13:28370894-28371053	242	10017
MEDAL-115_PLA_A	13:28395266-28395408	117	5422
MEDAL-115_PLA_A	13:28492252-28492440	739	14026
MEDAL-115_PLA_A	13:29106319-29106476	208	9107
MEDAL-115_PLA_A	13:38444057-38444253	331	8679
MEDAL-115_PLA_A	13:46190002-46190043	15	1029
MEDAL-115_PLA_A	13:53420222-53420397	235	9754
MEDAL-115_PLA_A	13:78492845-78492979	24	2796
MEDAL-115_PLA_A	13:79170131-79170391	407	23646
MEDAL-115_PLA_A	13:79177356-79177709	546	44048
MEDAL-115_PLA_A	13:84453111-84453286	43	3943
MEDAL-115_PLA_A	13:88324043-88324242	119	12659
MEDAL-115_PLA_A	13:93879171-93879379	146	24830
MEDAL-115_PLA_A	13:95364396-95364520	146	4508
MEDAL-115_PLA_A	13:100612213-100612283	30	1335
MEDAL-115_PLA_A	13:100627170-100627319	359	3149
MEDAL-115_PLA_A	13:100641485-100641566	62	998
MEDAL-115_PLA_A	13:103052658-103052949	145	14089
MEDAL-115_PLA_A	13:110958887-110959151	396	15541
MEDAL-115_PLA_A	13:111768537-111768611	39	2190
MEDAL-115_PLA_A	13:112711635-112711762	8	902
MEDAL-115_PLA_A	13:112712601-112712649	7	526
MEDAL-115_PLA_A	13:112720367-112720540	259	4317
MEDAL-115_PLA_A	13:112721554-112721858	687	21367
MEDAL-115_PLA_A	13:112723318-112723478	456	7098
MEDAL-115_PLA_A	13:112759189-112759311	136	2414
MEDAL-115_PLA_A	13:112760763-112760833	58	1769
MEDAL-115_PLA_A	14:21121411-21121586	211	7406
MEDAL-115_PLA_A	14:25518670-25518798	76	3394
MEDAL-115_PLA_A	14:27066048-27066147	138	1242
MEDAL-115_PLA_A	14:29228374-29228540	152	8605
MEDAL-115_PLA_A	14:29235014-29235284	781	21129
MEDAL-115_PLA_A	14:36003791-36004000	401	15937
MEDAL-115_PLA_A	14:36004759-36004856	228	2789
MEDAL-115_PLA_A	14:36973519-36973800	1022	15376
MEDAL-115_PLA_A	14:36994245-36994428	1063	17391
MEDAL-115_PLA_A	14:38069634-38069734	502	9366
MEDAL-115_PLA_A	14:42075791-42075981	44	4150
MEDAL-115_PLA_A	14:42079282-42079420	90	3560
MEDAL-115_PLA_A	14:51560321-51560660	364	11940
MEDAL-115_PLA_A	14:51561288-51561447	93	6908
MEDAL-115_PLA_A	14:52327342-52327586	34	6782
MEDAL-115_PLA_A	14:52734320-52734692	211	23794
MEDAL-115_PLA_A	14:57261554-57261763	246	4906
MEDAL-115_PLA_A	14:57264918-57265091	433	9533
MEDAL-115_PLA_A	14:57265494-57265669	251	7272
MEDAL-115_PLA_A	14:57274603-57274666	994	13435
MEDAL-115_PLA_A	14:57275443-57275561	804	6274
MEDAL-115_PLA_A	14:57277990-57278240	1308	17203
MEDAL-115_PLA_A	14:57278680-57278804	1274	15189
MEDAL-115_PLA_A	14:60952459-60952560	93	2906
MEDAL-115_PLA_A	14:61119098-61119336	636	14350
MEDAL-115_PLA_A	14:70655512-70655717	94	14105
MEDAL-115_PLA_A	14:73358754-73358837	106	2023
MEDAL-115_PLA_A	14:74893164-74893189	414	1362
MEDAL-115_PLA_A	14:77228776-77228928	121	5616
MEDAL-115_PLA_A	14:77736737-77737065	314	15361
MEDAL-115_PLA_A	14:88793159-88793311	79	5010
MEDAL-115_PLA_A	14:90526566-90526894	286	15324
MEDAL-115_PLA_A	14:95234651-95234795	94	4871
MEDAL-115_PLA_A	14:97685263-97685443	104	25136
MEDAL-115_PLA_A	14:101192847-101193148	2403	18835
MEDAL-115_PLA_A	14:102026389-102026728	544	29659
MEDAL-115_PLA_A	14:103389733-103389927	871	9894
MEDAL-115_PLA_A	14:105310017-105310259	83	16351
MEDAL-115_PLA_A	15:28352178-28352677	198	35069
MEDAL-115_PLA_A	15:33010226-33010405	397	6317
MEDAL-115_PLA_A	15:33603157-33603330	16	2907
MEDAL-115_PLA_A	15:41218283-41218297	5	329
MEDAL-115_PLA_A	15:53077640-53077783	169	3891
MEDAL-115_PLA_A	15:53097898-53098005	60	5041
MEDAL-115_PLA_A	15:58357968-58358066	34	1441
MEDAL-115_PLA_A	15:60296420-60296639	181	7279
MEDAL-115_PLA_A	15:68117546-68117687	255	12823
MEDAL-115_PLA_A	15:74044446-74044708	118	5614
MEDAL-115_PLA_A	15:74422225-74422446	279	8748
MEDAL-115_PLA_A	15:76628960-76629201	660	18322
MEDAL-115_PLA_A	15:78912485-78912645	78	3931
MEDAL-115_PLA_A	15:79382852-79383001	397	12977
MEDAL-115_PLA_A	15:79574790-79574949	323	4959
MEDAL-115_PLA_A	15:83316750-83316917	60	5344
MEDAL-115_PLA_A	15:89248388-89248567	75	12935
MEDAL-115_PLA_A	15:89911312-89911466	599	6899
MEDAL-115_PLA_A	15:89952047-89952305	37	6661
MEDAL-115_PLA_A	15:98836099-98836279	245	12727
MEDAL-115_PLA_A	15:99194050-99194178	43	1888
MEDAL-115_PLA_A	16:215786-215941	126	7807
MEDAL-115_PLA_A	16:2040817-2040996	244	7788
MEDAL-115_PLA_A	16:6069768-6069894	209	3910
MEDAL-115_PLA_A	16:22825124-22825296	170	5282
MEDAL-115_PLA_A	16:23846779-23846790	13	263
MEDAL-115_PLA_A	16:23847611-23847726	38	2001
MEDAL-115_PLA_A	16:31488305-31488460	49	614
MEDAL-115_PLA_A	16:49314252-49314414	32	2061
MEDAL-115_PLA_A	16:51186188-51186433	94	7872
MEDAL-115_PLA_A	16:55090570-55090893	492	22112
MEDAL-115_PLA_A	16:58019048-58019247	214	9057
MEDAL-115_PLA_A	16:77468723-77468888	93	5564
MEDAL-115_PLA_A	16:85932117-85932389	268	18063
MEDAL-115_PLA_A	16:89045138-89045240	140	1742
MEDAL-115_PLA_A	17:8907069-8907379	316	24898
MEDAL-115_PLA_A	17:8925990-8926164	619	11811
MEDAL-115_PLA_A	17:10101408-10101575	104	11200
MEDAL-115_PLA_A	17:20756011-20756124	18	2004
MEDAL-115_PLA_A	17:21355952-21356079	1141	4977
MEDAL-115_PLA_A	17:32908257-32908459	154	5514
MEDAL-115_PLA_A	17:35289339-35289534	187	16073
MEDAL-115_PLA_A	17:35293806-35293981	262	11071
MEDAL-115_PLA_A	17:35294388-35294399	3	518
MEDAL-115_PLA_A	17:35296989-35297154	778	9918
MEDAL-115_PLA_A	17:37762283-37762576	1594	33110
MEDAL-115_PLA_A	17:43973353-43973458	356	1507
MEDAL-115_PLA_A	17:45811147-45811245	42	4122
MEDAL-115_PLA_A	17:46674933-46674962	8	1410
MEDAL-115_PLA_A	17:46691646-46691751	130	3069
MEDAL-115_PLA_A	17:46692161-46692272	32	3279
MEDAL-115_PLA_A	17:46799853-46800044	313	6360
MEDAL-115_PLA_A	17:46800923-46801067	247	9153
MEDAL-115_PLA_A	17:46824759-46824899	802	9732
MEDAL-115_PLA_A	17:47074565-47074814	82	4762
MEDAL-115_PLA_A	17:48042644-48042776	226	4171
MEDAL-115_PLA_A	17:71161089-71161190	69	1954
MEDAL-115_PLA_A	17:72755455-72755469	12	404
MEDAL-115_PLA_A	17:77179422-77179626	133	13018
MEDAL-115_PLA_A	17:77751105-77751356	24	3456
MEDAL-115_PLA_A	17:77815161-77815331	239	5534
MEDAL-115_PLA_A	17:78451942-78452141	288	20493
MEDAL-115_PLA_A	18:904873-905052	143	11298
MEDAL-115_PLA_A	18:2847361-2847559	39	11070
MEDAL-115_PLA_A	18:5542738-5543053	55	10404
MEDAL-115_PLA_A	18:22930725-22930890	40	3732
MEDAL-115_PLA_A	18:28622073-28622252	129	3444
MEDAL-115_PLA_A	18:49866454-49866697	399	14131
MEDAL-115_PLA_A	18:59560010-59560536	193	15972
MEDAL-115_PLA_A	18:65184595-65184606	6	1020
MEDAL-115_PLA_A	18:70210478-70210597	21	3814
MEDAL-115_PLA_A	18:72123451-72123558	105	2069
MEDAL-115_PLA_A	18:74961564-74961850	271	18160
MEDAL-115_PLA_A	18:76740580-76740799	233	9975
MEDAL-115_PLA_A	19:4304425-4304728	250	9012
MEDAL-115_PLA_A	19:6590796-6590815	40	1204
MEDAL-115_PLA_A	19:10403233-10403417	193	5717
MEDAL-115_PLA_A	19:12306131-12306309	145	7549
MEDAL-115_PLA_A	19:12951967-12952222	366	15891
MEDAL-115_PLA_A	19:13616982-13617171	192	9405
MEDAL-115_PLA_A	19:15662121-15662349	1864	15561
MEDAL-115_PLA_A	19:19005811-19005931	74	3709
MEDAL-115_PLA_A	19:22610714-22610832	183	4388
MEDAL-115_PLA_A	19:30017843-30017997	37	3643
MEDAL-115_PLA_A	19:31210409-31210720	96	12754
MEDAL-115_PLA_A	19:34113444-34113572	78	5392
MEDAL-115_PLA_A	19:34973710-34973806	133	2068
MEDAL-115_PLA_A	19:36523980-36524042	324	1222
MEDAL-115_PLA_A	19:38308258-38308427	261	5048
MEDAL-115_PLA_A	19:38879738-38879867	86	921
MEDAL-115_PLA_A	19:39574746-39574884	168	4411
MEDAL-115_PLA_A	19:40005644-40005898	151	21258
MEDAL-115_PLA_A	19:44203554-44204031	1753	45762
MEDAL-115_PLA_A	19:44405919-44406079	97	6510
MEDAL-115_PLA_A	19:44952599-44952814	226	20294
MEDAL-115_PLA_A	19:50194499-50194637	158	7807
MEDAL-115_PLA_A	19:51830815-51830961	154	7358
MEDAL-115_PLA_A	19:52390997-52391135	303	3451
MEDAL-115_PLA_A	19:52873014-52873297	228	13180
MEDAL-115_PLA_A	19:53636028-53636235	130	13483
MEDAL-115_PLA_A	19:54483633-54483698	13	1310
MEDAL-115_PLA_A	19:56160109-56160224	25	1219
MEDAL-115_PLA_A	19:56879906-56880000	107	8562
MEDAL-115_PLA_A	19:57018823-57019449	459	31340
MEDAL-115_PLA_A	19:58095440-58095621	72	7482
MEDAL-115_PLA_A	19:58220560-58220602	19	1118
MEDAL-115_PLA_A	19:58399941-58400101	277	9387
MEDAL-115_PLA_A	19:58662113-58662200	11	1688
MEDAL-115_PLA_A	2:289378-289512	64	3195
MEDAL-115_PLA_A	2:5836192-5836394	35	3480
MEDAL-115_PLA_A	2:9403681-9403793	860	5920
MEDAL-115_PLA_A	2:11052385-11052700	261	8945
MEDAL-115_PLA_A	2:20865478-20865680	571	16523
MEDAL-115_PLA_A	2:27486291-27486466	231	6846
MEDAL-115_PLA_A	2:40679071-40679259	88	7821
MEDAL-115_PLA_A	2:45155593-45155874	78	3556
MEDAL-115_PLA_A	2:45168218-45168416	706	14959
MEDAL-115_PLA_A	2:45169882-45170065	555	15087
MEDAL-115_PLA_A	2:47796761-47796952	141	6903
MEDAL-115_PLA_A	2:63280963-63281001	57	1076
MEDAL-115_PLA_A	2:71115832-71116147	644	31979
MEDAL-115_PLA_A	2:73146052-73146246	226	7896
MEDAL-115_PLA_A	2:74741784-74741832	76	5339
MEDAL-115_PLA_A	2:74742297-74742384	710	10711
MEDAL-115_PLA_A	2:75426781-75426935	32	10640
MEDAL-115_PLA_A	2:80530100-80530240	355	4519
MEDAL-115_PLA_A	2:80531425-80531605	31	6915
MEDAL-115_PLA_A	2:96990909-96991308	387	25720
MEDAL-115_PLA_A	2:98963713-98963926	528	14463
MEDAL-115_PLA_A	2:105459731-105459944	275	10542
MEDAL-115_PLA_A	2:105461182-105461342	116	9757
MEDAL-115_PLA_A	2:105469454-105469678	75	4148
MEDAL-115_PLA_A	2:105480353-105480510	790	20111
MEDAL-115_PLA_A	2:108602820-108603070	1240	25540
MEDAL-115_PLA_A	2:115920620-115920770	413	8173
MEDAL-115_PLA_A	2:119606820-119606888	194	1445
MEDAL-115_PLA_A	2:137522909-137523051	103	7456
MEDAL-115_PLA_A	2:139537688-139537870	207	25988
MEDAL-115_PLA_A	2:145277504-145277747	71	7452
MEDAL-115_PLA_A	2:154729016-154729156	64	1718
MEDAL-115_PLA_A	2:157178090-157178350	1163	29053
MEDAL-115_PLA_A	2:162280346-162280576	830	17777
MEDAL-115_PLA_A	2:162283540-162283968	1230	25048
MEDAL-115_PLA_A	2:173099963-173100103	65	13480
MEDAL-115_PLA_A	2:175191859-175192045	236	13981
MEDAL-115_PLA_A	2:175199508-175199700	255	6023
MEDAL-115_PLA_A	2:175204839-175204913	41	815
MEDAL-115_PLA_A	2:175207074-175207300	212	7082
MEDAL-115_PLA_A	2:176947781-176947895	472	3296
MEDAL-115_PLA_A	2:176969213-176969398	1337	18799
MEDAL-115_PLA_A	2:176987552-176987596	33	1992
MEDAL-115_PLA_A	2:177001375-177001436	140	3630
MEDAL-115_PLA_A	2:180726305-180726582	138	13459
MEDAL-115_PLA_A	2:182321895-182322355	139	24393
MEDAL-115_PLA_A	2:182545663-182545777	196	7361
MEDAL-115_PLA_A	2:182548235-182548483	326	18087
MEDAL-115_PLA_A	2:186603490-186603736	234	7298
MEDAL-115_PLA_A	2:190044596-190044644	206	2329
MEDAL-115_PLA_A	2:193059223-193059501	82	9979
MEDAL-115_PLA_A	2:198651195-198651632	1215	38241
MEDAL-115_PLA_A	2:206546524-206546546	37	670
MEDAL-115_PLA_A	2:207139283-207139375	51	2584
MEDAL-115_PLA_A	2:213401665-213401907	415	14468
MEDAL-115_PLA_A	2:219847168-219847306	70	5232
MEDAL-115_PLA_A	2:219906191-219906412	364	16048
MEDAL-115_PLA_A	2:220223072-220223150	397	2402
MEDAL-115_PLA_A	2:223163371-223163495	287	4754
MEDAL-115_PLA_A	2:223164630-223164753	75	2778
MEDAL-115_PLA_A	2:237077406-237077466	148	1520
MEDAL-115_PLA_A	20:644141-644289	83	2903
MEDAL-115_PLA_A	20:1784108-1784319	183	9925
MEDAL-115_PLA_A	20:2780627-2780638	19	431
MEDAL-115_PLA_A	20:9819629-9819730	19	1524
MEDAL-115_PLA_A	20:17209453-17209719	463	13900
MEDAL-115_PLA_A	20:20349004-20349181	63	7842
MEDAL-115_PLA_A	20:21081583-21081757	176	6150
MEDAL-115_PLA_A	20:21082372-21082442	34	604
MEDAL-115_PLA_A	20:21378239-21378365	117	1973
MEDAL-115_PLA_A	20:21492874-21493003	523	19958
MEDAL-115_PLA_A	20:21496124-21496286	124	5642
MEDAL-115_PLA_A	20:21501686-21501716	362	5074
MEDAL-115_PLA_A	20:21503701-21503996	741	21155
MEDAL-115_PLA_A	20:22559633-22559784	201	3017
MEDAL-115_PLA_A	20:23029482-23029673	102	10972
MEDAL-115_PLA_A	20:24451754-24451914	94	7826
MEDAL-115_PLA_A	20:25062504-25062615	521	2701
MEDAL-115_PLA_A	20:25065051-25065379	749	15334
MEDAL-115_PLA_A	20:37434123-37434164	20	554
MEDAL-115_PLA_A	20:39995479-39995771	448	13773
MEDAL-115_PLA_A	20:47444068-47444255	62	3495
MEDAL-115_PLA_A	20:47934835-47934917	190	5283
MEDAL-115_PLA_A	20:48099318-48099501	27	4175
MEDAL-115_PLA_A	20:54919218-54919419	484	11464
MEDAL-115_PLA_A	20:58179826-58179934	30	1738
MEDAL-115_PLA_A	20:61148077-61148224	139	14369
MEDAL-115_PLA_A	20:61636167-61636236	61	4228
MEDAL-115_PLA_A	20:61638250-61638439	11	722
MEDAL-115_PLA_A	20:61809399-61809565	263	13885
MEDAL-115_PLA_A	20:61885117-61885255	39	6923
MEDAL-115_PLA_A	20:62103588-62103801	76	16907
MEDAL-115_PLA_A	20:62150952-62151297	478	20107
MEDAL-115_PLA_A	21:19617796-19618029	196	9815
MEDAL-115_PLA_A	21:27012584-27012717	149	10775
MEDAL-115_PLA_A	21:28339533-28339628	3	733
MEDAL-115_PLA_A	21:38076600-38076877	100	4923
MEDAL-115_PLA_A	21:38081076-38081362	165	15360
MEDAL-115_PLA_A	22:19138046-19138215	363	8203
MEDAL-115_PLA_A	22:19753383-19753625	266	12141
MEDAL-115_PLA_A	22:27053057-27053940	572	43197
MEDAL-115_PLA_A	22:28838707-28838787	6	718
MEDAL-115_PLA_A	22:28839662-28839820	29	3563
MEDAL-115_PLA_A	22:37099090-37099199	306	5380
MEDAL-115_PLA_A	22:39954014-39954124	53	704
MEDAL-115_PLA_A	22:42679329-42679450	561	5422
MEDAL-115_PLA_A	22:46262729-46262748	20	586
MEDAL-115_PLA_A	22:46263190-46263372	240	9130
MEDAL-115_PLA_A	22:48885869-48886056	59	5518
MEDAL-115_PLA_A	22:51112363-51112569	50	5212
MEDAL-115_PLA_A	3:238762-238937	78	6363
MEDAL-115_PLA_A	3:10749781-10750023	385	8239
MEDAL-115_PLA_A	3:14852491-14852685	199	19774
MEDAL-115_PLA_A	3:32859236-32859430	342	14697
MEDAL-115_PLA_A	3:39850388-39850571	243	10463
MEDAL-115_PLA_A	3:43020698-43020958	29	12359
MEDAL-115_PLA_A	3:44727152-44727242	169	5651
MEDAL-115_PLA_A	3:54154770-54154812	89	464
MEDAL-115_PLA_A	3:54157392-54157507	67	2149
